Quote,Start Location,End Location,Is Quote
"“You never
know,”",3324,3341,True
"“when there will be a rainy day, and you may be very
glad to find you have a nest-egg. Indeed we both may.”",3351,3458,True
"“Marvellous,”",5924,5937,True
"“She,”",7174,7180,True
“should stay at home.”,7281,7303,True
"“Are you
reading about the mediaeval castle and the wistaria?”",10722,10784,True
“Why do you ask me that?”,11459,11484,True
"“Oh,
only because I saw it too, and I thought perhaps—I thought somehow—”",11647,11720,True
"“And I know you by sight,”",11981,12007,True
"“Every
Sunday—I see you every Sunday in church—”",12188,12236,True
“In church?”,12238,12250,True
"“And this seems such a wonderful thing—this advertisement about the
wistaria—and—”",12275,12357,True
"“It seems _so_ wonderful,”",12506,12532,True
"“and—it is
such a miserable day . . .”",12565,12603,True
"“This poor thing,”",12685,12703,True
“needs advice.”,12777,12792,True
"“If you see me in church,”",12850,12876,True
"“I suppose
you live in Hampstead too?”",12911,12949,True
"“Oh yes,”",12951,12960,True
“Oh yes.”,13094,13103,True
“Where?”,13105,13113,True
"“Perhaps that’s why _this_ seems
so wonderful.”",13392,13439,True
"“No—I think _that’s_ wonderful anyhow,”",13441,13480,True
“Then you _were_ reading it?”,13541,13570,True
"“Yes,”",13572,13578,True
“Wouldn’t it be wonderful?”,13630,13657,True
"“Wonderful,”",13682,13694,True
"“Very wonderful,”",13771,13788,True
"“But it’s no use
wasting one’s time thinking of such things.”",13799,13860,True
"“Oh, but it _is_,”",13862,13880,True
"“And just the considering of them is worth while
in itself—such a change from Hampstead—and sometimes I believe—I really
do believe—if one considers hard enough one gets things.”",14077,14255,True
"“Perhaps,”",14356,14366,True
"“you will tell me your
name. If we are to be friends”",14403,14456,True
"“as I hope we
are, we had better begin at the beginning.”",14484,14541,True
"“Oh yes—how kind of you. I’m Mrs. Wilkins,”",14543,14586,True
"“I don’t
expect,”",14606,14623,True
"“that it
conveys anything to you. Sometimes it—it doesn’t seem to convey
anything to me either. But”",14677,14777,True
“I _am_ Mrs. Wilkins.”,14827,14849,True
"“But I am not a villa,”",15661,15684,True
"“I believe,”",16389,16401,True
"“that _anybody_ would quarrel about _anything_ when they’ve not
left off being together for a single day for two whole years. What we
both need is a holiday.”",16464,16622,True
"“My husband,”",16624,16637,True
“is a solicitor. He—”,16717,16738,True
"“He’s very
handsome.”",16818,16839,True
"“Well,”",16841,16848,True
"“that must be a great pleasure to
you.”",16877,16916,True
“Why?”,16918,16924,True
"“Because,”",16946,16956,True
"“because beauty—handsomeness—is a gift like
any other, and if it is properly used—”",17112,17195,True
“Why don’t we try and get it?”,18806,18836,True
“Get it?”,18896,18905,True
"“Yes,”",13572,13578,True
"“Not just sit here and say How wonderful, and then go home
to Hampstead without having put out a finger—go home just as usual and
see about the dinner and the fish just as we’ve been doing for years
and years and will go on doing for years and years. In fact,”",18999,19259,True
"“I see no end to it. There is no end to it. So that
there ought to be a break, there ought to be intervals—in everybody’s
interests. Why, it would really be being unselfish to go away and be
happy for a little, because we would come back so much nicer. You see,
after a bit everybody needs a holiday.”",19427,19728,True
"“But—how do you mean, get it?”",19730,19760,True
"“Take it,”",19784,19794,True
“Take it?”,19815,19825,True
“Rent it. Hire it. Have it.”,19827,19855,True
“But—do you mean you and I?”,19857,19885,True
"“Yes. Between us. Share. Then it would only cost half, and you look
so—you look exactly as if you wanted it just as much as I do—as if you
ought to have a rest—have something happy happen to you.”",19887,20083,True
"“Why, but we don’t know each other.”",20085,20121,True
"“But just think how well we would if we went away together for a month!
And I’ve saved for a rainy day, and I expect so have you, and this _is_
the rainy day—look at it—”",20123,20293,True
"“She is unbalanced,”",20295,20315,True
“Think of getting away for a whole month—from everything—to heaven—”,20373,20441,True
"“She shouldn’t say things like that,”",20443,20480,True
"“The
vicar—”",20505,20517,True
"“But then, you see, heaven isn’t somewhere else. It is
here and now. We are told so.”",20763,20848,True
"“Heaven is within us,”",20945,20967,True
"“We are told that on the very highest authority. And you
know the lines about the kindred points, don’t you—”",21002,21111,True
"“Oh yes, I know _them_,”",21113,21137,True
"“The kindred points of heaven and home,”",21177,21217,True
“Heaven is in our home.”,21285,21309,True
"“It isn’t,”",21311,21322,True
"“Oh, but it is.
It is there if we choose, if we make it.”",21417,21474,True
"“I do choose, and I do make it, and it isn’t,”",21476,21522,True
"“I’d like so much to be friends,”",26441,26474,True
"“Won’t you come
and see me, or let me come to you sometimes? Whenever you feel as if
you wanted to talk. I’ll give you my address”",26495,26625,True
“and then you won’t forget.”,26654,26682,True
"“It’s so funny,”",26754,26770,True
“but I _see_ us both—you and me—this April in the mediaeval castle.”,26824,26892,True
“Do you?”,26935,26944,True
“Do you?”,26935,26944,True
“Don’t you ever see things in a kind of flash before they happen?”,27051,27117,True
"“Never,”",27139,27147,True
"“Of course,”",27399,27411,True
"“it would be most
beautiful—most beautiful—”",27513,27557,True
"“Even if it were wrong,”",27559,27583,True
"“it would only be for a
month.”",27603,27634,True
“That—”,27636,27643,True
"“Anyhow,”",27786,27795,True
"“I’m sure it’s wrong to go
on being good for too long, till one gets miserable. And I can see
you’ve been good for years and years, because you look so unhappy”",27829,27989,True
"“and I—I’ve done nothing but
duties, things for other people, ever since I was a girl, and I don’t
believe anybody loves me a bit—a bit—the b-better—and I long—oh, I
long—for something else—something else—”",28033,28239,True
"“Will you believe,”",28755,28774,True
"“that I’ve never spoken to any
one before in my life like this? I can’t think, I simply don’t know,
what has come over me.”",28859,28982,True
"“It’s the advertisement,”",28984,29009,True
"“Yes,”",13572,13578,True
"“and us both
being so—”",29106,29129,True
“miserable.”,29163,29175,True
"“There’s no harm in simply _asking_,”",30700,30737,True
"“It isn’t as if it _committed_ us to anything,”",30871,30918,True
"“It only shows,”",32450,32466,True
"“how immaculately good we’ve been all our lives.
The very first time we do anything our husbands don’t know about we
feel guilty.”",32540,32670,True
"“I’m afraid I can’t say I’ve been immaculately good,”",32672,32725,True
"“Oh, but I’m sure you have—I _see_ you being good—and that’s why you’re
not happy.”",32899,32982,True
"“She shouldn’t say things like that,”",20443,20480,True
"“I must
try and help her not to.”",33046,33079,True
"“I don’t know why you insist that I’m not
happy. When you know me better I think you’ll find that I am. And I’m
sure you don’t mean really that goodness, if one could attain it, makes
one unhappy.”",33105,33302,True
"“Yes, I do,”",33304,33316,True
"“Our sort of goodness does. We have
attained it, and we are unhappy. There are miserable sorts of goodness
and happy sorts—the sort we’ll have at the mediaeval castle, for
instance, is the happy sort.”",33336,33537,True
"“That is, supposing we go there,”",33539,33572,True
"“After all, we’ve only
written just to ask. Anybody may do that. I think it quite likely we
shall find the conditions impossible, and even if they were not,
probably by to-morrow we shall not want to go.”",33657,33861,True
"“I _see_ us there,”",33863,33882,True
"“I can’t imagine,”",36661,36679,True
"“what these
people are coming to. _Nothing_ seems to move them.”",36785,36849,True
"“Perhaps they need a holiday,”",36851,36881,True
“In February?”,36962,36976,True
"“Oh no—not till April,”",37013,37036,True
"“Very odd,”",37077,37088,True
“Very odd indeed.”,37108,37126,True
“Perhaps when we’re old . . . perhaps when we are both quite old . . .”,43771,43842,True
"“But I expect,”",46141,46156,True
"“your husband is just the same. I expect all
husbands are alike in the long run.”",46167,46248,True
"“It’ll be all right,”",48043,48064,True
"“Do
sit down, won’t you? Nasty day, isn’t it? You’ll find the old castle
has lots of sunshine, whatever else it hasn’t got. Husband going?”",48109,48248,True
"“Oh, I’m sorry,”",48514,48530,True
"“I
didn’t mean—h’m, h’m, h’m—”",48579,48609,True
"“Yes, I think that’s
all right,”",48659,48691,True
"“Now,”",48734,48740,True
"“I’m richer, and you’re happier. I’ve got money,
and you’ve got San Salvatore. I wonder which is best.”",48843,48946,True
"“I think you know,”",48948,48967,True
"“I hope you’ll like the old place,”",49291,49326,True
"“In April, you know, it’s simply a mass of
flowers. And then there’s the sea. You must wear white. You’ll fit in
very well. There are several portraits of you there.”",49525,49691,True
“Portraits?”,49693,49705,True
"“Madonnas, you know. There’s one on the stairs really exactly like
you.”",49707,49779,True
“I owe.”,51327,51335,True
"“I have no nest-egg,”",51406,51427,True
"“Well, we only want two,”",52784,52809,True
"“I think a choice would have been a good thing,”",52885,52933,True
“You mean because then we needn’t have had Lady Caroline Dester.”,52956,53021,True
"“I didn’t say that,”",53023,53043,True
"“We needn’t have her,”",53078,53100,True
"“Just one more person would
help us a great deal with the rent. We’re not obliged to have two.”",53120,53215,True
“But why should we not have her? She seems really quite what we want.”,53217,53287,True
"“Yes—she does from her letter,”",53289,53320,True
"“It’s in London,”",54500,54517,True
“Is it?”,54540,54548,True
“But if she can’t come to the club how can she go to Italy?”,54768,54828,True
"“We shall hear that from her own lips,”",54860,54899,True
“Is she a widow too?”,56278,56299,True
“All in good time.”,56417,56436,True
“Who lived at Box Hill?”,57213,57237,True
"“Meredith of course,”",57835,57856,True
"“I remember a
particular week-end”",57890,57924,True
"“My father often took me, but I
always remember this week-end particularly—”",57940,58016,True
“Did you know Keats?”,58018,58039,True
“Oh of course—how ridiculous of me!”,58195,58231,True
“It’s because”,58270,58284,True
"“it’s because the immortals
somehow still seem alive, don’t they—as if they were here, going to
walk into the room in another minute—and one forgets they are dead. In
fact one knows perfectly well that they’re not dead—not nearly so dead
as you and I even now,”",58300,58561,True
"“I thought I _saw_ Keats the other day,”",58634,58674,True
"“In Hampstead—crossing the road in front of that house—you know—the
house where he lived—”",58773,58863,True
"“I _really_ thought I saw him,”",58948,58979,True
"“I believe
I _did_ see him—he was dressed in a—”",59216,59264,True
“It is usual.”,60431,60445,True
"“But,”",60484,60490,True
"“aren’t we the
ones who ought to ask for some from you?”",60501,60557,True
"“They have known me since I was little,”",61253,61293,True
"“I don’t think references are nice things at all between—between
ordinary decent women,”",61385,61473,True
"“We’re not business people. We needn’t distrust each
other—”",61740,61800,True
"“I’m afraid
references do bring an atmosphere into our holiday plan that isn’t
quite what we want, and I don’t think we’ll take yours up or give you
any ourselves. So that I suppose you won’t wish to join us.”",61862,62071,True
"“Very well. I waive
references.”",62509,62541,True
"“If there is any waiving to be done, do let us be the ones who waive,”",63000,63070,True
"“I see her finding her
level there,”",63272,63308,True
"“Are you not a
hypocrite? Do you really mean that? Would you not, frankly, be
disappointed if that prayer were granted?”",65359,65479,True
"“Think how much nicer we shall be when we come back,”",66908,66961,True
"“I am thinking
of taking you to Italy for Easter.”",68255,68305,True
"“I am thinking,”",69750,69766,True
“of taking you to Italy for Easter. Did you not hear me?”,69893,69950,True
"“Do you,”",71486,71495,True
"“see any
real difference between an incomplete impression and a completely
stated lie? God sees none.”",71518,71620,True
"“We’ve been too good—_much_ too good,”",71920,71958,True
"“and that’s why we feel as though
we’re doing wrong. We’re brow-beaten—we’re not any longer real human
beings. Real human beings aren’t ever as good as we’ve been. Oh”",72095,72262,True
"“to _think_ that we ought to be so happy now,
here on the very station, actually starting, and we’re not, and it’s
being spoilt for us just simply because we’ve spoilt _them!_ What have
we done—what have we done, I should like to know,”",72291,72527,True
"“except for once want to go away by ourselves
and have a little rest from _them?_”",72572,72654,True
"“You get out at Mezzago,
and then you drive.”",75881,75926,True
“San Salvatore?”,79487,79503,True
"“_Sì, sì_—San
Salvatore.”",79560,79585,True
"“We don’t _know_ of course if he’s taking us there,”",79587,79639,True
"“No—we don’t _know_,”",80079,80100,True
"“But that would have been the first of April,”",80433,80479,True
"“It is that now,”",80516,80533,True
"“So it is,”",80575,80586,True
"“Please sit round
the right way and look after the horse.”",80987,81045,True
“Castagneto”,82781,82793,True
"“We shall be there in a minute,”",82893,82925,True
"“We shall soon stop now,”",82971,82996,True
"“No, no—San Salvatore, San Salvatore”",84058,84095,True
"“_Sì, sì_—San Salvatore,”",84169,84194,True
"“This _can’t_ be San Salvatore,”",84223,84255,True
"“I don’t think it can be,”",84514,84540,True
"“We wish to be
driven to the door.”",85443,85478,True
“San Salvatore?”,79487,79503,True
"“_Sì, sì_—San Salvatore.”",87065,87090,True
"“Perhaps,”",14356,14366,True
"“It is
all right after all.”",87554,87582,True
"“We’re in God’s hands,”",87584,87607,True
"“San Salvatore,”",87885,87901,True
“San Salvatore?”,79487,79503,True
"“_Sì, sì_—San Salvatore.”",87065,87090,True
“San Salvatore?”,79487,79503,True
"“_Sì, sì_—San
Salvatore.”",79560,79585,True
"“Mezzago,”",90767,90777,True
"“_Sì, sì_,”",90827,90838,True
"“_sì, sì_”",90882,90892,True
"“_Ecco_,”",92064,92073,True
"“The first thing to happen in this house,”",92557,92599,True
“shall be a kiss.”,92627,92645,True
"“Dear Lotty,”",92647,92660,True
"“Dear Rose,”",92683,92695,True
"“And the name
of the chamber,”",94972,95002,True
"“was
Peace.”",95049,95061,True
“_Oh!_”,95333,95340,True
"“_Well_,”",97748,97757,True
"“Why, what pretty stuff.”",99113,99138,True
"“Mellersh,”",99587,99598,True
"“look at my hair. Aren’t you pleased you’ve
got a wife with hair like curly honey?”",99614,99697,True
“Now what does she think she sees now?”,103103,103142,True
"“We _are_ in God’s hands,”",103168,103194,True
“Oh!”,103265,103270,True
"“Why, what has
happened?”",103385,103410,True
“I hope nothing has happened?”,103983,104013,True
"“How funny,”",104086,104098,True
“What is funny?”,104123,104139,True
"“We are. This is. Everything. It’s all so wonderful. It’s so funny and
so adorable that we should be in it. I daresay when we finally reach
heaven—the one they talk about so much—we shan’t find it a bit more
beautiful.”",104211,104430,True
“Isn’t it divine?”,104482,104500,True
"“Were you ever, ever in your life so happy?”",104512,104556,True
"“No,”",104603,104608,True
"“Let’s go and look at that tree close,”",105014,105053,True
"“I don’t
believe it can only be a tree.”",105073,105113,True
"“She ought to have a headache,”",106753,106784,True
“sitting there in the sun like that.”,106819,106856,True
"“She ought to have a hat,”",106858,106884,True
“She’s treading on lilies.”,106910,106937,True
“But they’re hers as much as ours.”,106939,106974,True
“Only one-fourth of them.”,106976,107002,True
"“I got here yesterday morning,”",108593,108624,True
"“It’s a great pity,”",108730,108750,True
"“because we
were going to choose the nicest room for you.”",108786,108844,True
"“Oh, but I’ve done that,”",108846,108871,True
"“At least, I think it’s
the nicest. It looks two ways—I adore a room that looks two ways, don’t
you? Over the sea to the west, and over this Judas tree to the north.”",108892,109058,True
"“And we had meant to make it pretty for you with flowers,”",109060,109118,True
"“Oh, Domenico did that. I told him to directly I got here. He’s the
gardener. He’s wonderful.”",109139,109233,True
"“It’s a good thing, of course,”",109235,109266,True
"“to be independent, and to know exactly what one wants.”",109310,109366,True
"“Yes, it saves trouble,”",109368,109392,True
"“But one shouldn’t be so independent,”",109416,109454,True
"“as to leave
no opportunity for other people to exercise their benevolences on one.”",109474,109558,True
“I didn’t realise you were _so_ pretty.”,110214,110254,True
"“It’s very kind of you to think so,”",110502,110538,True
"“Why, you’re lovely,”",110550,110571,True
"“Quite, quite lovely.”",110591,110613,True
"“I hope,”",110615,110624,True
“you make the most of it.”,110657,110683,True
"“Oh yes,”",12951,12960,True
"“I
make the most of it. I’ve been doing that ever since I can remember.”",110750,110822,True
"“Because,”",16946,16956,True
“it won’t last.”,110898,110914,True
"“I am in your hands,”",114358,114379,True
"“You
must please regard me as merely an old woman with a stick.”",114425,114489,True
"“It’s my stick,”",114705,114721,True
“Isn’t his cricket wonderful?”,115077,115107,True
"“_The_ Tennyson,”",115138,115155,True
“Isn’t he?”,115240,115251,True
"“I am speaking,”",115273,115289,True
“of Alfred.”,115308,115320,True
"“Oh,”",115322,115327,True
"“And it was a path, too,”",115349,115374,True
"“curiously like
this. No eucalyptus tree, of course, but otherwise curiously like this.
And at one of the bends he turned and said to me—I see him now turning
and saying to me—”",115405,115582,True
"“I had my breakfast in my room,”",117216,117248,True
“Perhaps I’ll see you later.”,117292,117321,True
“Oh.”,119369,119374,True
"“Why, but it’s like having
the bread taken out of one’s mouth!”",119418,119481,True
"“How do you do,”",119507,119523,True
"“I can’t get up because of my
stick.”",119542,119579,True
"“We had no idea you were here,”",119659,119690,True
"“Yes,”",13572,13578,True
“Yes. I am here.”,119762,119779,True
"“It’s a great disappointment,”",119832,119862,True
"“We had meant to give
you _such_ a welcome.”",119882,119926,True
"“Yes. I arrived yesterday
with Lady Caroline.”",120241,120287,True
"“It’s really dreadful,”",120289,120312,True
"“There’s nobody left to get anything ready for now. I
feel thwarted. I feel as if the bread had been taken out of my mouth
just when I was going to be happy swallowing it.”",120372,120544,True
“Where will you sit?”,120546,120567,True
"“Oh, thank you—”",120694,120710,True
“Tea or coffee?”,121710,121726,True
"“I suppose you realise, don’t you, that we’ve got to heaven?”",123965,124026,True
"“They are considerably younger than I had supposed,”",124105,124157,True
“and not nearly so plain.”,124179,124205,True
"“Nobody wants to see an old woman hobbling about everywhere,”",125895,125956,True
"“I shall be quite content to spend much of my time by myself in
here or sitting out on these convenient battlements.”",125971,126088,True
"“I hope,”",110615,110624,True
"“your room is
comfortable.”",127711,127738,True
"“Quite,”",127740,127748,True
“Will you have some more coffee?”,127767,127800,True
"“No, thank you. Will you?”",127802,127828,True
"“No, thank you. There were two beds in my bedroom, filling it up
unnecessarily, and I had one taken out. It has made it much more
convenient.”",127830,127972,True
“Oh _that’s_ why I’ve got two beds in my room!”,127974,128021,True
"“I gave no directions,”",128171,128194,True
"“I
merely asked Francesca to remove it.”",128240,128280,True
"“I have two in my room as well,”",128282,128314,True
"“Your second one must be Lady Caroline’s. She had hers removed too,”",128337,128405,True
"“It seems foolish to have more beds in a room than
there are occupiers.”",128424,128496,True
"“But _we_ haven’t got any husbands here either,”",128498,128546,True
"“and I don’t see any use in extra beds in one’s room if one hasn’t got
husbands to put in them. Can’t we have them taken away too?”",128566,128697,True
"“Beds,”",128699,128706,True
"“cannot be removed from one room after
another. They must remain somewhere.”",128732,128808,True
"“Do let me give
you a little more coffee,”",129353,129395,True
"“No, thank you. But won’t you have some more?”",129407,129453,True
"“No indeed. I never have more than two cups at breakfast. Would you
like an orange?”",129455,129539,True
"“No, thank you. Would you?”",129541,129568,True
"“No, I don’t eat fruit at breakfast. It is an American fashion which I
am too old now to adopt. Have you had all you want?”",129570,129693,True
“Quite. Have you?”,129695,129713,True
“Then shall we go?”,130332,130351,True
"“Let me help you up,”",130368,130389,True
"“Oh, thank you—I can manage perfectly. It’s only sometimes that my
stick prevents me—”",130431,130517,True
"“_I’m_ going to have one of these gorgeous oranges,”",130602,130654,True
"“Rose, how can you resist them. Look—have this one. Do have this
beauty—”",130749,130822,True
"“No, I’m going to see to my duties,”",130852,130888,True
"“You’ll forgive me for leaving you, won’t you,”",130935,130982,True
“What time would you like to have lunch?”,131181,131222,True
"“Lunch,”",131340,131348,True
“is at half-past twelve.”,131367,131392,True
"“You shall have it at half-past twelve then,”",131394,131439,True
"“I’ll tell the cook. It will be a great struggle,”",131461,131511,True
“but I’ve brought a little dictionary—”,131536,131575,True
"“The cook,”",131577,131588,True
“knows.”,131607,131615,True
“Oh?”,131617,131622,True
"“Lady Caroline has already told her,”",131645,131682,True
“Oh?”,131617,131622,True
"“Yes. Lady Caroline speaks the kind of Italian cooks understand. I am
prevented going into the kitchen because of my stick. And even if I
were able to go, I fear I shouldn’t be understood.”",131736,131925,True
“But—”,131927,131933,True
"“But it’s _too_ wonderful,”",131957,131984,True
"“Why, we’ve got positively nothing to do here, either of
us, except just be happy. You wouldn’t believe,”",132104,132209,True
"“how terribly good Rose and I have been for years without
stopping, and how much now we need a perfect rest.”",132310,132419,True
"“She must, she shall be curbed.”",132500,132532,True
"“Don’t you see that if somebody else does the ordering
it frees us?”",132769,132837,True
"“I love things to be taken out of my hands,”",132963,133007,True
"“But we found San Salvatore,”",133028,133057,True
"“and it is rather
silly that Mrs. Fisher should behave as if it belonged only to her.”",133079,133165,True
"“What is rather silly,”",133167,133190,True
"“is to
mind. I can’t see the least point in being in authority at the price of
one’s liberty.”",133229,133323,True
"“You mustn’t sigh in heaven,”",135927,135956,True
“One doesn’t.”,135976,135990,True
"“I was thinking how one longs to share this with those one loves,”",135992,136058,True
"“You mustn’t long in heaven,”",136081,136110,True
"“You’re supposed to be
quite complete there. And it is heaven, isn’t it, Rose? See how
everything has been let in together—the dandelions and the irises, the
vulgar and the superior, me and Mrs. Fisher—all welcome, all mixed up
anyhow, and all so visibly happy and enjoying ourselves.”",136130,136415,True
"“Mrs. Fisher doesn’t seem happy—not visibly, anyhow,”",136417,136470,True
"“She’ll begin soon, you’ll see.”",136502,136534,True
"“I’m quite sure,”",136839,136856,True
"“that we’ve got to
heaven, and once Mrs. Fisher realises that that’s where she is, she’s
bound to be different. You’ll see. She’ll leave off being ossified, and
go all soft and able to stretch, and we shall get quite—why, I
shouldn’t be surprised if we get quite fond of her.”",136876,137152,True
"“If we weren’t in heaven,”",138687,138713,True
"“I should say we
had been snubbed, but as nobody snubs anybody there of course we can’t
have been.”",138742,138841,True
"“Perhaps she is unhappy,”",138843,138868,True
"“Whatever it is she is she’ll get over it here,”",138891,138939,True
"“We must try and help her,”",138976,139003,True
"“Oh, but nobody helps anybody in heaven. That’s finished with. You
don’t try to be, or do. You simply _are_.”",139026,139135,True
"“She is not my mother,”",145207,145230,True
"“No,”",104603,104608,True
“No”,146127,146131,True
"“Poor little one,”",146199,146217,True
“take hope. There is still time.”,146290,146323,True
"“For lunch,”",146325,146337,True
"“we will
have—”",146593,146608,True
"“And perhaps we had better not have chickens,”",147558,147604,True
"“Also do not order strawberries till I have consulted with the other
ladies,”",147761,147838,True
"“It is not I who am
mistress here.”",148018,148053,True
“Is it the old one?”,148055,148075,True
"“No,”",104603,104608,True
